id,worktype,subsystem,severity,priority,assignee_bucket,state,project,title
COW-1915,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§6.1 Inter-bank state isolation (bank_id-scoped operator freeze/pause
COW-1914,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§6.1 Cowboy Banking genesis bank entry (bank_id=1
COW-1913,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§5.4 locked_after_transfer precise semantics (owner==agent && locked →
COW-1912,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§4.6 GasCharged receipts with tx_digest for Indexer join / card-statement
COW-1911,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§4.5 BankErr error family + engine ErrorMap (CardNotFound
COW-1910,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§4.4 Edge-case handling (frozen/expired after reserve
COW-1909,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§4.2 Async discipline using block_on_local for !Send futures in charge_gas
COW-1908,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§3.4 SetBankFiatMintSigner instruction (caller==operator
COW-1907,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§3.4 SetBankOperator instruction (caller==operator or governance
COW-1906,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§3.3 PauseBank / UnpauseBank instructions (caller==operator
COW-1905,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§3.2 SetDefaultCard instruction (caller==agent or card.owner
COW-1904,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§2.7/§4.1 fee_payer resolution fork (card-address lookup →
COW-1903,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§2.3 Day-1 gas_payment_token whitelist constraint (Native CBY or official
COW-1902,CIP-conformance-audit,CIP-28,-,0,unassigned,Backlog,CIP-28: Cowboy Agent Banking,§1.3 New tx-level field tx.fee_payer_override
COW-1144,CIP-conformance-audit,CIP-28,low,4,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Decision] MOOLA ↔ BankActor semantics: can a card pay gas in MOOLA?
COW-1924,CIP-conformance-audit,CIP-29,-,0,unassigned,Backlog,CIP-29: On-Chain Event Hooks,§5.1 Phase-0 @hookable pure-SDK prototype not present as a distinct
COW-1923,CIP-conformance-audit,CIP-29,-,0,unassigned,Backlog,CIP-29: On-Chain Event Hooks,§6.3 P1-E emitter actor upgrade / redeployment semantics for existing
COW-1922,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.3 zombie subscription bid/REGISTRATION_FEE handling on reap not
COW-1921,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.5 ASYNC_FIRE_DEFERRAL_BLOCKS not explicitly applied as a configurable
COW-1920,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.3 'commit subscriber writeset on sync-fire success' diverges from spec
COW-1919,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.5 payload billing is approximate
COW-1918,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.6 update_bid / topup_subscription NOT routed as 0x1D system-actor WRITE
COW-1917,CIP-conformance-audit,CIP-29,-,0,pav,Backlog,CIP-29: On-Chain Event Hooks,§2.1/§2.4 EmitResult return value NOT surfaced
COW-1285,CIP-conformance-audit,CIP-30,low,4,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Tooling] Pre-image table for hashed long keys (debugger / explorer enumeration)
COW-1460,CIP-conformance-audit,CIP-5,-,0,pav,Backlog,CIP-5: Native Timer Mechanism,§5.1/§6.3 Spec frames pre-charge/execute/refund as a per-timer step5 over
COW-1459,CIP-conformance-audit,CIP-5,-,0,pav,In Review,CIP-5: Native Timer Mechanism,§6.5 gc_cycles_per_block governance wiring is half-done
COW-1458,CIP-conformance-audit,CIP-5,-,0,pav,Backlog,CIP-5: Native Timer Mechanism,§5.4 last paragraph 'If the fire-time self-destruct check has already
COW-1457,CIP-conformance-audit,CIP-5,-,0,unassigned,Backlog,CIP-5: Native Timer Mechanism,§5.1 step5 / Appendix-A 'enqueue into a deferred queue
COW-1543,CIP-conformance-audit,CIP-8,-,0,unassigned,Backlog,CIP-8: MPP Session Semantics,§4/§5 Runner session bootstrap relies on a PoC /session/observe HTTP push
COW-1542,CIP-conformance-audit,CIP-8,-,0,unassigned,Backlog,CIP-8: MPP Session Semantics,§6.4/§16 SessionAsset::Cip20 token-escrow path
COW-1541,CIP-conformance-audit,CIP-8,-,0,unassigned,Backlog,CIP-8: MPP Session Semantics,§4/§8.1/§8.3/§8.5/§16 On-chain events SessionOpened / SessionDeposited /
COW-1540,CIP-conformance-audit,CIP-8,-,0,unassigned,Backlog,CIP-8: MPP Session Semantics,§8.1 OpenSession 'runner is registered (Runner Registry 0x01)' precondition
COW-1013,CIP-conformance-audit,CIP-8,low,4,unassigned,Backlog,CIP-8: MPP Session Semantics,"[Code] When Slash milestone activates, extend Disputed with opened_at: u64"
COW-1969,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Epoch boundaries (3600 blocks) with per-epoch validator-set / slashing /
COW-1968,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Stake-weighted block rewards + 100% proposer tip payout is unimplemented.
COW-1967,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Peer discovery is bit-vector gossip
COW-1966,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",QUIC over TLS 1.3 is NOT the transport. WP §6.2 'Implementations MUST
COW-1965,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Dedicated-lane BLOCK-SPACE partitioning + cascade is not implemented at
COW-1964,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Mempool selection diverges from WP §6.4
COW-1963,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Per-header VRF output+proof field is not on the block header. WP §6.1
COW-1962,CIP-conformance-audit,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Proposer selection is VRF-based but NOT stake-weighted
COW-1211,CIP-conformance-audit,Docs,low,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Spec/Docs] NAT traversal: choose protocol-level approach vs. continuing the Tailscale workaround
COW-1133,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-26: Account-Scoped Actor Libraries,[Docs] Manifest interaction: tooling guidance for displaying expected pins
COW-1097,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Docs] CIP-21 implementation roadmap + ETAs in cip21_reference.py
COW-1084,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-20: Fungible Token Standard,[Docs] CIP-20 ↔ CIP-21 interaction worked examples
COW-1014,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-8: MPP Session Semantics,[Docs] Note CIP-8 hard dependencies on CIP-18 r2 + CIP-19 + CIP-2
COW-986,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-5: Native Timer Mechanism,"[Docs] CIP-9 §12 example: actor calling schedule_timer_ex(fee_payer=STORAGE_MANAGER, ...)"
COW-940,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,"[Docs] Resolve CBFS Phase 2 open questions: PoD frequency, scoring weights, clock skew bound"
COW-939,CIP-conformance-audit,Docs,low,4,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,"[Docs] CIP-9 v1 references to ""CIP-11"" should resolve to CIP-14 + CIP-15"
COW-1195,CIP-conformance-audit,Examples,high,2,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] CIP-21 pool graduation: factory.get_or_create_v2|v3_pool() + mint_position()
COW-1193,CIP-conformance-audit,Examples,high,2,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] Per-block clearing logic: SortedMap by max_price + pro-rata fill
COW-1192,CIP-conformance-audit,Examples,high,2,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] Bid submission + escrow: place_bid / withdraw_bid / increase_bid / update_max_price
COW-1198,CIP-conformance-audit,Examples,low,4,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] ICCAHook integration: validation hooks at place_bid / withdraw_bid / claim
COW-1200,CIP-conformance-audit,Examples,medium,3,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] Reference auction example actor at examples/<NN>-cca/
COW-1197,CIP-conformance-audit,Examples,medium,3,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] FAILED path: min_currency_raised threshold + claim() refund logic
COW-1196,CIP-conformance-audit,Examples,medium,3,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],"[Examples] Anti-manipulation: TWAP checkpoints, flash-loan guards, bid duration locks, MEV-guard for timer"
COW-1194,CIP-conformance-audit,Examples,medium,3,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Examples] Release schedule parsing: ReleaseStep iteration by block-height offset
COW-1124,CIP-conformance-audit,Examples,medium,3,pav,Backlog,CIP-25: Cross-Chain Architecture,[Examples] Cross-chain example dapp(s): bridge / oracle / lending demo
COW-1790,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§17 Security controls
COW-1789,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§16 Protocol constants (MCP_PROTOCOL_VERSION
COW-1788,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§14.3 Per-actor tool-list cache keyed by (actor
COW-1787,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§14.1 Gateway MCP server impl
COW-1786,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§13 Reserved _cowboy_* tool-name namespace
COW-1785,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§12.4 pass/subscription credential evaluation ahead of charge per CIP-18
COW-1784,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§12.3 Credential normalization to PaymentIntent + PaymentGate verify/settle
COW-1783,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§12.2 Payment-required -32402 error frame with MPP challenges + x402_compat
COW-1782,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§12.1 No-payment dispatch for pays=actor routes
COW-1781,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§11.5 Error mapping
COW-1780,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§11.4 Response mapping HttpResponseEnvelope→MCP content[]/isError/_meta
COW-1779,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§11.3 Dispatch
COW-1778,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§11.2 Translation to synthetic HttpRequestEnvelope (path param substitution
COW-1777,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§11.1 tools/call request handling (name
COW-1776,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§10.4 Tool name mapping = tool_name_prefix + sanitize(target.name)
COW-1775,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§10.3 Schema-compatibility check across routes sharing a method name (skip
COW-1774,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§10.3 Input schema derivation from path params + OpenAPI doc
COW-1773,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§10.2 Tool entry shape (name/description/inputSchema/_meta.cowboy)
COW-1772,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§10.1 tools/list generation algorithm
COW-1771,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§9 Non-advertisement of resources/prompts/completions/sampling capabilities
COW-1770,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§9 initialize capability negotiation
COW-1769,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8.1 Session state limited to
COW-1768,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8.1 Session termination via DELETE or MCP_SESSION_IDLE_TIMEOUT_SECONDS
COW-1767,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8.1 Session lifecycle
COW-1766,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8 Endpoint intercepted before route resolution (Gateway pre-routing)
COW-1765,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8 405 Method Not Allowed for other methods on /_cowboy/mcp
COW-1764,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§8 MCP endpoint at /_cowboy/mcp over streamable HTTP transport (POST/GET)
COW-1763,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§7 Composition with payment.gate
COW-1762,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§7 Prerequisite enforcement
COW-1761,CIP-conformance-audit,Gateway,-,0,unassigned,Backlog,CIP-19: Gateway MCP Ingress,§7 `ingress.mcp` entitlement id with params (server_name
COW-1186,CIP-conformance-audit,Gateway,high,2,unassigned,Backlog,CIP-18: Payments,[Gateway] CIP-19 MCP gating: /_cowboy/mcp endpoint + JSON-RPC error -32402
COW-1185,CIP-conformance-audit,Gateway,high,2,unassigned,Backlog,CIP-18: Payments,[Gateway] PaymentPolicy cache + per-route lookup
COW-1180,CIP-conformance-audit,Gateway,high,2,unassigned,Backlog,CIP-18: Payments,[Gateway] x402 wire format verifier (replace 501 stub)
COW-924,CIP-conformance-audit,Gateway,high,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Gateway] Direct RAS+QUIC reader replacing HTTP wrapper
COW-1189,CIP-conformance-audit,Gateway,low,4,unassigned,Backlog,CIP-18: Payments,[Gateway] /_cowboy/payment/openapi.json discovery endpoint
COW-1407,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,§8.2 Batch-proof node deduplication across keys
COW-1406,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,§7.3 Auxiliary-index full/incremental rebuild-from-ledger routine
COW-1405,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,§5.4/CIP-17 Non-existence (exclusion) proofs for absent keys
COW-1404,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,§8.1/§11 Height-indexed QMDB snapshots + SNAPSHOT_INTERVAL (1024)
COW-1403,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,§8.1 Fast sync (download QMDB state at height H
COW-1402,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.11 async/await deterministic FIFO scheduling + ban on
COW-1401,CIP-conformance-audit,Node,-,0,pav,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.4 Deterministic GC
COW-1400,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.6 Exception-handling cost metering (fixed cycles for raise /
COW-1399,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.8 Import penalty cycle costs not charged
COW-1398,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.10 String encoding determinism cost '10 + len(input) cycles' for
COW-1397,CIP-conformance-audit,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,§2.2.4.2 Built-in function cost proportional to argument size (sum()/max()
COW-1284,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] Cross-validator root-computation conformance test
COW-1281,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] fork() O(1) clone: child.storage_root = parent.storage_root (replaces enumeration stopgap)
COW-1280,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,"[Node] Gas formula for trie updates: deterministic, bounded cost per state_set / state_delete"
COW-1277,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] state_set / state_delete recompute storage_root in cross-call write-set
COW-1276,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] Per-actor Merkle subtree commitment in state store
COW-1275,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-30: Per-Actor Storage Root,[Node] Add `storage_root: Digest` field to Actor record + Actor codec version bump
COW-1266,CIP-conformance-audit,Node,high,0,pav,Todo,"Whitepaper — Economics, Entitlements & Genesis",[Node] Initial governance parameter state at 0x09 at genesis
COW-1265,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Node] Genesis supply allocation: 1B CBY split 66.67% Company Reserve / 33.33% Network Distribution
COW-1261,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Node] Treasury (0x08) state model: TreasuryState struct + inbound-flow accounting + governance withdrawal
COW-1260,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Node] Inflation schedule: decreasing 8%/6%/4%/3%/2% curve + security-floor trigger
COW-1259,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Node] Validator reward minting: per-block inflation for the 180M CBY validator pool
COW-1253,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",[Node] Enforce 64 KiB inline blob cap at tx validation (WP §7.1)
COW-1229,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] STF determinism integration test (same block + state → identical state root across two validators)
COW-1228,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node] Reconcile STORAGE_EPOCH_BLOCKS: code 7200 (1h) vs WP §13 rent_epoch_length 86400 (1d)
COW-1226,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles","[Node] Register unallocated system actors: 0x0D-0x12 (Route Registry, Gateway Registry, Receipt Registry, Container Registry, PaymentGate, Stream Key Manager)"
COW-1212,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",[Node] VERIFY: chain_id in transaction signing payload (cross-fork replay risk)
COW-1206,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node] Validator equivocation detection + slashing aggregation (Cowboy-side)
COW-1203,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node] Validator set lifecycle: register / activate / exit / withdraw + epoch snapshot
COW-1202,CIP-conformance-audit,Node,high,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",[Node] VRF-based transaction ordering inside a block (WP §6.5)
COW-1191,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],[Node/Examples] ContinuousClearingAuction actor skeleton + clear_block algorithm
COW-1188,CIP-conformance-audit,Node,high,2,pav,Backlog,CIP-18: Payments,[Node/Gateway] Nonce replay protection: atomic consumption on settlement
COW-1183,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,"[Node] Four payment models: per-request, actor-funded budget, prepaid pass, epoch subscription + fallback chain"
COW-1182,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,[Node] PaymentAuthorization struct + Ed25519 signing semantics
COW-1181,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,[Node] PaymentIntent normalization (MPP and x402 → single shape)
COW-1179,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,[Node] MPP wire format: WWW-Authenticate: Payment header + HMAC-SHA256 binding
COW-1178,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,"[Node] PaymentGate system actor: state schema + instructions (settle, credit_inbound, refund, redeem_pass, subscribe)"
COW-1177,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-18: Payments,[Node/Spec] PaymentGate system actor address: resolve 0x0013 (CIP-18) vs 0x11 (WP r2)
COW-1148,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-29: On-Chain Event Hooks,[Node] Refund mechanism: actually credit cycle refunds to subscriber accounts
COW-1137,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-28: Cowboy Agent Banking,"[Node] SpendWindow rolling-window enforcement (hourly / daily / monthly, M1 fixed-window)"
COW-1136,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] charge_gas pipeline: Phase 1 reservation + Phase 2 settlement (§4.2)
COW-1135,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] Card address derivation: keccak256 domain (§2.6)
COW-1134,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] BankActor system actor `0x0D`: registration + state schema + handler stubs
COW-1110,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,"[Node] FreshnessAnchor: nonce + deadline + generated_at, with replay tracking"
COW-1108,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] Root certificate registry + governance-delayed UpdateCpuRoot / UpdateNrasRoot
COW-1107,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,"[Node] Quote-format parsers: TDX TDQuoteV4, SNP AttestationReport, Nitro COSE_Sign1"
COW-1103,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] Attestation-first runner registration (registry → 0x05::VerifyCae cross-call)
COW-1102,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] MeasurementBinding type + Runner Registry extension (per-runner allowed measurements + status)
COW-1101,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,"[Node] 8-step verify_cae pipeline (freshness, replay, cert chain, measurement, REPORTDATA, service sig, NRAS JWT, nonce insertion)"
COW-1100,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] TEE Verifier `0x05` system actor: opcodes 57–60 (VerifyCae / UpdateCpuRoot / UpdateNrasRoot / GcNonces) + state
COW-1099,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] Composite attestation binding rule: REPORTDATA = keccak(nonce ‖ service_pubkey ‖ gpu_measurement)
COW-1098,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node] CompositeAttestation envelope (CAE v1) struct + canonical encoding
COW-1088,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Node/Examples] Swap routers: actor-router (flexible) + platform-router (amm_swap_exact_in/_out)
COW-1087,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,"[Node/Examples] Pool factory + registry (create_v2_pool, create_v3_pool, get_pool by (tokenA, tokenB, fee))"
COW-1086,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,"[Node/Examples] V3 concentrated-liquidity pool: ticks, positions, fee accumulators"
COW-996,CIP-conformance-audit,Node,high,2,pav,Backlog,CIP-7: Watchtower (Simple Stream Protocol),"[Node] Ring buffer + strict per-stream sequence (head_sequence, floor_sequence, gap detection)"
COW-921,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Emit ManifestCommitted chain event on successful commit_manifest (AMEND 9-H)
COW-919,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] PoR challenge timer via CIP-5 with fee_payer = STORAGE_MANAGER
COW-917,CIP-conformance-audit,Node,high,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node/RAS] Implement Proof-of-Retrievability (PoR) on-chain mechanism
COW-1269,CIP-conformance-audit,Node,low,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Node] Treasury state rent: define grace threshold for system actor 0x08
COW-1237,CIP-conformance-audit,Node,low,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles",[Node/Spec] Lane-aware STF: WP §3 should reference WP §6.3 lane budgets explicitly
COW-1143,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Node] CIP-12 governance integration for RegisterBank (§3.4)
COW-1123,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Node] Cross-chain proof TTL enforcement (finalized_at + max_age)
COW-1121,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Node] Dual-backend defense-in-depth (B.6 pattern 1): combine two independent anchors
COW-1029,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-12: On-Chain Governance & System Actor Upgrades,[Node] Foundation-separation enforcement: protocol prevents Foundation from being added to system_deployers
COW-1003,CIP-conformance-audit,Node,low,4,unassigned,Backlog,CIP-7: Watchtower (Simple Stream Protocol),[Node/SDK] Optional CIP-2 ingestion config: timer → task submission → transform → encrypt → publish
COW-984,CIP-conformance-audit,Node,low,4,pav,In Review,CIP-5: Native Timer Mechanism,[Node] Validate TimerConfig invariants at governance-update time
COW-980,CIP-conformance-audit,Node,low,4,pav,Todo,CIP-4: State Storage & Persistence,[Node] Rent ↔ deferred-tx interaction tests (evicted actors' deferred queue)
